recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Turmeric Cauliflower Curry,35,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian","Easy vegetarian Cauliflower Curry with lots of anti-inflammatory Turmeric! With cauliflower, potatoes, tomatoes, and peas. 30 minutes.",dinner,high
Mozzarella and Tomato Skillet Pita Pizzas,35,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"Quick and easy caprese pita pizzas, cooked in a skillet! With tomatoes, mozzarella, basil, and pita bread.",dinner,high
Pork Chops with Ginger Pear Sauce,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo","Pan-seared pork chops with a sweet and sour pear and ginger sauce. Perfect for the fall, cooks up in minutes and only uses one pot!",dinner,high
"Farro, Mushroom, and Spinach Soup",35,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Quick and simple vegetarian dinner of grains, mushrooms, and spinach. Great for lunch, too! 30-minute one-pot meal.",dinner,high
Spicy Grilled Chicken Tacos,35,https://www.simplyrecipes.com/author/sally-vargas/,,"Spicy grilled chicken tacos! Quick marinade, then grill. Ready in about 30 minutes. Great for a quick weeknight dinner, backyard cookouts, and tailgate parties.",dinner,high
Fresh Salmon Cakes with Spicy Mayo,35,https://www.simplyrecipes.com/author/sheryl-julian/,,"Fish cakes made with fresh-cooked salmon! So incredibly tender and flavorful, especially with spicy mayo sauce! Great way to use up leftover salmon, too.",dinner,high
Chinese Smashed Cucumber Chicken Salad,35,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo",This Chinese smashed cucumber salad with bits of shredded chicken is so fast and easy. Great for hot summer nights.,dinner,high
Citrus Pork with Egg Noodles,35,https://www.simplyrecipes.com/author/elise-bauer/,,"Citrus Pork with Egg Noodles is quick and easy, perfect for a midweek dinner! With strips of pork loin sautéed with cumin and garlic, served in a citrusy sauce with carrots and egg noodles.",dinner,high
Lemony Spaghetti with Peas and Ricotta,35,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,Lemony Spaghetti with Peas and Ricotta! Mix up your pasta night routine with this recipe! Comes together quickly with just a few ingredients.,dinner,high
Texas Stacked Enchiladas with Corn and Black Beans,35,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Think of these as a deconstructed enchilada: warm corn tortillas layered with sweet corn, black beans, cheese, and spicy salsa. They're quicker and easier than traditional enchiladas, great for a weeknight meal!",dinner,high
Quick Green Curry Chicken with Zucchini Noodles,35,https://www.simplyrecipes.com/author/lisa-lin/,"Gluten-Free, Paleo",Quick Green Curry Chicken with Zucchini Noodles! Use store-bought green curry for a fast dinner and keep it light with zucchini noodles instead of rice noodles.,dinner,high
Grilled Chicken Tarragon with Tomato Sauce,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo","Simple and easy, grilled chicken recipe, topped with a tomato tarragon sauce.",dinner,high
Turkey Taco Salad,35,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"Taco Salad made with healthy ground turkey, black beans, and corn. Serve warm or cold over romaine lettuce with fresh tomatoes, avocados, and shredded cheese. Perfect for a mid-week meal or make-ahead lunch.",dinner,high
Steak Salad with Miso Vinaigrette,35,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo","QUICK and EASY steak salad with a light miso vinaigrette. Ready in 30 minutes, or make-ahead for an even quicker weekday meal. Gluten-free.",dinner,high
Sweet Corn Gnocchi Skillet,35,https://www.simplyrecipes.com/author/nick-evans/,Vegetarian,"It's sweet corn season! Make the most of it with this sweet and creamy Sweet Corn Gnocchi Skillet. Fast, filling, and kid-friendly—it's a win for everyone!",dinner,high
Easy Green Chicken Chili,35,https://www.simplyrecipes.com/author/nick-evans/,"Dairy-Free, Healthy","This Easy Green Chicken Chili uses mild, roasted Hatch peppers and rotisserie chicken for a quick, delicious, kid-friendly soup. Use fresh-roasted, frozen, or jarred Hatch chiles. We love it topped with crispy tortilla chips and sliced avocado!",dinner,high
Gingerbread Waffles,35,https://www.simplyrecipes.com/author/lisa-lin/,Gluten-Free,"Make some gingerbread waffles for breakfast! A touch spicy, a touch sweet. They're perfect for the holidays.",breakfast,high
Biscuits and Gravy,35,https://www.simplyrecipes.com/author/steve-anna-stephens/,,"Biscuits and Gravy! Make this classic Southern recipe with homemade buttermilk biscuits and a rich, creamy sausage gravy. This is comfort food at its very best.",breakfast,high
How to Make Pressure Cooker Egg Bites,35,https://www.simplyrecipes.com/author/coco-morante/,,"In addition to looking darn adorable, these pressure cooker egg bites are super delicious and easy to make! Just like Starbucks' egg bites, but better because you made them yourself!",breakfast,high
Asparagus Frittata,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Quick and easy asparagus frittata. Perfect for spring! Eggs, Gruyere or Swiss cheese, shallots, and asparagus.",breakfast,high
Dutch Baby,35,https://www.simplyrecipes.com/author/stephanie-stiavetti/,,"Dutch Baby, also known as German pancake. Made with a batter of flour, eggs, sugar, butter, milk, cooked in the oven. Puffs up like Yorkshire pudding.",breakfast,high
Buckwheat Waffles,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"These delicious buckwheat waffles are naturally gluten-free! EASY to make, they're crispy on the outside and fluffy on the inside.",breakfast,high
Smoked Salmon Hash,35,https://www.simplyrecipes.com/author/elise-bauer/,,"Hash brown potatoes, with smoked salmon, onions, a little sour cream, horseradish, mustard, chives and parsley.",breakfast,high
Chocolate Chip Pancakes with Raspberry Sauce,35,https://www.simplyrecipes.com/author/cindy-rahe/,,These pancakes get special treatment with chocolate chips and a homemade raspberry syrup! Make them as a surprise for someone you love.,breakfast,high
Gluten-Free Chocolate Chip Muffins,37,https://www.simplyrecipes.com/author/megan-gordon/,"Allergy-Friendly, Dairy-Free, Gluten-Free, Vegan","Tender, hearty and studded with chocolate chips—these muffins have it all. They're vegan and gluten-free, too!",breakfast,high
Frutti di Mare Seafood Salad,40,https://www.simplyrecipes.com/author/hank-shaw/,,"A classic Italian mixed seafood salad made with calamari, shrimp, clams and scallops, dressed with olive oil and lemon.",lunch,high
"Mexican Quinoa Salad with Black Beans, Corn, and Tomatoes",40,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Quinoa salad with black beans, corn, fresh tomatoes, jalapeños, farmers cheese, lime juice, and cilantro. Make this southwest quinoa salad for any occasion.",lunch,high
Potato Salad with Bacon and Apples,40,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Potato Salad with Bacon and Apples makes the perfect summer potluck potato salad! Yukon Gold potatoes, bacon, onions, and chopped apple make this salty-sweet potato salad with apples a standout.",lunch,high
Pasta and Bean Picnic Salad,40,https://www.simplyrecipes.com/author/sheryl-julian/,"Vegan, Vegetarian","Pasta and Bean Picnic Salad! This is a spin on classic pasta salad with a white beans, fresh summer vegetables, and a light vinaigrette. No mayo.",lunch,high
Curried Chicken Salad with Endive,40,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Curried chicken salad spooned into endive boats"" for a crisp",lunch,high
Chinese Chicken Salad,40,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Classic Chinese Chicken Salad! With toasted sesame seeds and almonds, and fried puffed bean threads. Topped with a dark sesame oil and rice vinegar dressing.",lunch,high
Chicken Salad with Roasted Bell Peppers and Toasted Almonds,40,https://www.simplyrecipes.com/author/elise-bauer/,,"A cool twist on a simple chicken salad, with poached chicken breasts, roasted red bell peppers, toasted almonds, garlic and parsley.",lunch,high
Shrimp Cobb Salad with Creamy Basil Dressing,40,https://www.simplyrecipes.com/author/sally-vargas/,,Looking for a light and refreshing salad? Try this Shrimp Cobb Salad with a little tropical flair from mangoes and the salty bite of cotija cheese.,lunch,high
Best Ever Sloppy Joes,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Best Ever Sloppy Joes! These cook in one pot, with ground beef, onions, garlic, carrots, and celery, in sweet-and-sour tomato sauce. Served messy on purpose, over hamburger buns.",lunch,high
Slow Cooker Dr Pepper Pulled Pork,40,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"Dr Pepper Pulled Pork in the slow cooker! Sweet and spicy. Just a pork shoulder, a can of Dr Pepper, your favorite BBQ sauce, and some spices. Needs 8 to 10 hours in the slow cooker.",lunch,high
Best Ever Sloppy Joes,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Best Ever Sloppy Joes! These cook in one pot, with ground beef, onions, garlic, carrots, and celery, in sweet-and-sour tomato sauce. Served messy on purpose, over hamburger buns.",lunch,high
Slow Cooker Dr Pepper Pulled Pork,40,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"Dr Pepper Pulled Pork in the slow cooker! Sweet and spicy. Just a pork shoulder, a can of Dr Pepper, your favorite BBQ sauce, and some spices. Needs 8 to 10 hours in the slow cooker.",lunch,high
Portobello Mushroom Burger,40,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"A vegetarian burger made with grilled portobello mushrooms and grilled onions, spinach, and sun-dried tomatoes.",lunch,high
Hawaiian Pork Burger,40,https://www.simplyrecipes.com/author/elise-bauer/,,"A Hawaiian-inspired pork burger with ground ginger and green onion in the patty, topped with barbecue sauce, grilled pineapple and ham.",lunch,high
Pan Bagnat (French Tuna Sandwich),40,https://www.simplyrecipes.com/author/sally-vargas/,,"Pan Bagnat is the ultimate make-ahead picnic sandwich! Find some crusty bread, good quality canned tuna, a few choice toppings, and you're on your way. It seems fancy, but this French tuna sandwich couldn't be easier.",lunch,high
Easy Tomato Soup,40,https://www.simplyrecipes.com/author/summer-miller/,"Dairy-Free, Vegan, Vegetarian","This Classic Tomato Soup is rich with a velvety texture. It’s easy to make with canned tomatoes, and perfectly suited for all of your grilled cheese dipping needs. Better than a can of Campbell's and just about as easy!",dinner,high
Smoked Salmon Pasta,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Smoked salmon with pasta in a sauce of shallots, garlic, white wine, lemon, and cream, with toasted pine nuts and parsley.",dinner,high
Smoked Salmon Pasta,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Smoked salmon with pasta in a sauce of shallots, garlic, white wine, lemon, and cream, with toasted pine nuts and parsley.",dinner,high
EASY Italian Sausage Spaghetti,40,https://www.simplyrecipes.com/author/elise-bauer/,,Quick and easy spaghetti recipe with Italian sausage. The tomato-based sauce gets its seasoning from the sweet and spicy sausages. Our favorite way to make spaghetti!,dinner,high
Basil Chicken Coconut Curry,40,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Basil coconut chicken curry made with chicken thighs, jalapeño, coconut milk, basil and ginger",dinner,high
Sweet Potato and Black Bean Tacos,40,https://www.simplyrecipes.com/author/elizabeth-stark/,"Gluten-Free, Vegetarian","Turn sweet potatoes and black beans into a simple, healthy dinner with these tacos! 30 minute meal.",dinner,high
"Pasta Skillet with Chicken Sausage, Cheese & Spinach",40,https://www.simplyrecipes.com/author/lisa-lin/,,"Try this one-skillet pasta dinner with chicken sausage, cheese, and spinach! Takes only 30 minutes to make.",dinner,high
Flank Steak Stir Fry with Asparagus and Red Pepper,40,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","This Flank Steak Stir Fry comes together quickly with flank steak, asparagus, and red bell peppers. Perfect for a quick midweek dinner!",dinner,high
"Joe’s Special (Scrambled Eggs with Spinach, Beef, and Mushrooms)",40,https://www.simplyrecipes.com/author/coco-morante/,"Gluten-Free, Low Carb","Make a diner classic for dinner tonight - Joe's Special! Scrambled eggs with spinach, beef, onions, garlic, and mushrooms. 30 minutes.",dinner,high
Baked Chicken Marinara,40,https://www.simplyrecipes.com/author/elise-bauer/,,"Baked Chicken Marinara - chicken pieces coated with Parmesan and bread crumbs, fried and covered with a tomato basil marinara sauce, and topped with melted Mozzarella. A flavorful alternative to chicken parmesan.",dinner,high
Cauliflower Chickpea Curry,40,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","Delicious vegan curry with cauliflower, chickpeas, onion, tomato, and cilantro.",dinner,high
Cheesy Hamburger Pasta Skillet,40,https://www.simplyrecipes.com/author/megan-keno/,,"Cheesy Hamburger Pasta Skillet! Way better than a box mix and just as quick and easy! 1-pot, make it for dinner and have the leftovers for lunch.",dinner,high
Pasta Puttanesca,40,https://www.simplyrecipes.com/author/hank-shaw/,,"A classic Italian pasta sauce based on pantry items such as olives, capers, anchovies and canned tomatoes.",dinner,high
Quick and Easy Bolognese Sauce,40,https://www.simplyrecipes.com/author/sally-vargas/,,"Rich, meaty Bolognese Sauce is easy to make and can be on the table in 35 minutes. Use it to top pasta noodles, or layer in lasagna. It’s freezer-friendly too. Make a double or triple batch to enjoy all winter long!",dinner,high
